date,open,high,low,close,volume,unadjustedVolume,vwap,change,BACKWARDSchange,changeOverTime,SMA8,SMA10,SMA20,SMA50,EMA8,EMA10,EMA20,EMA50,RSGAIN,RSLOSS,RSI,Target
1/7/14,71.615,71.8308,70.7737,71.0516,79432766,11347538,72.0289,-0.512127,0.512127,0.03670026,72.6519,73.09078,73.17955238,0,72.26461749,72.42784405,72.57428192,71.57038329,0.329669286,0.493777571,40.03528374,0
1/8/14,70.8901,71.7782,70.8743,71.5019,64686685,9240955,71.5017,0.450289,-0.450289,0.0432705,72.31575,72.74042,73.0758,0,72.09512472,72.25949059,72.47215031,71.56769767,0.361832786,0.470189357,43.48836011,1
1/9/14,71.9413,71.9492,70.4349,70.5887,69905199,9986457,71.0786,-0.913214,0.913214,0.029946175,71.9281,72.33058,72.88840476,0,71.76036367,71.95571048,72.29277409,71.5293056,0.361832786,0.495760643,42.19164626,0
1/10/14,71.0243,71.1519,69.877,70.1178,76320664,10902952,70.2371,-0.47088,0.47088,0.023075363,71.5732,71.92325,72.6841,0,71.39534952,71.62154494,72.0856337,71.47395244,0.361832786,0.470095286,43.49327762,0
1/13/14,69.7191,71.3756,69.7152,70.4849,94860843,13551549,70.1909,0.367076,-0.367076,0.028431649,71.1572875,71.60275,72.52352381,0,71.19302741,71.41488222,71.93318287,71.43516607,0.345198929,0.470095286,42.34041191,1
1/14/14,70.8125,71.9321,70.7388,71.8874,83734371,11962053,76.5783,1.4025,-1.4025,0.048895257,71.04645,71.49579,72.43487143,0,71.34733243,71.50079455,71.9288226,71.45290073,0.247370357,0.470095286,34.47835581,1
1/15/14,72.8255,73.7043,72.5807,73.3307,98472619,14067517,73.3542,1.4433,-1.4433,0.06995417,71.3158375,71.44764,72.45322857,0,71.78808078,71.83350463,72.06233473,71.52653992,0.350463214,0.447352786,43.92782475,1
1/16/14,73.007,73.2636,72.5834,72.9215,57471330,8210190,72.9837,-0.409175,0.409175,0.063983612,71.4855625,71.46238,72.43286667,0,72.03995171,72.03132197,72.14416,71.58124424,0.350463214,0.441150429,44.27200282,0
1/17/14,72.5571,72.6347,71.0335,71.1348,108426689,15489527,71.8329,-1.7867,1.7867,0.037914215,71.4959625,71.4583,72.34314762,0,71.83880689,71.86831797,72.04803047,71.56373662,0.350463214,0.532966429,39.67075557,0
1/21/14,71.1769,72.3715,71.1019,72.24,82255544,11750792,71.9178,1.1052,-1.1052,0.054039976,71.588225,71.52593,72.33249524,71.58165882,71.92796091,71.93589652,72.06631328,71.59025675,0.429406071,0.480621143,47.18606924,1
1/22/14,72.4827,73.3215,72.0742,72.561,95219334,13602762,72.8247,0.321027,-0.321027,0.058723625,71.8347625,71.67687,72.3766619,71.66057451,72.06863627,72.0495517,72.1134263,71.62832512,0.391251286,0.480621143,44.87483179,1
1/23/14,72.3544,73.2175,71.679,73.1754,100978346,14425478,72.6313,0.61442,-0.61442,0.067688218,72.2169625,71.84422,72.42151905,71.77327843,72.31458376,72.25425139,72.21456666,71.68899472,0.435138429,0.406471143,51.70312261,1
1/24/14,72.8886,73.1018,71.6716,71.8453,108384437,15483491,72.4387,-1.3302,1.3302,0.048280984,72.3870125,71.96988,72.27103333,71.83908824,72.21029848,72.17989659,72.1793984,71.69512434,0.435138429,0.387306857,52.90788775,0
1/27/14,72.3715,72.9939,71.8032,72.4281,144219152,20602736,70.9153,0.582845,-0.582845,0.056784507,72.4546,72.20091,72.1634619,71.92022549,72.25869882,72.22502449,72.20308427,71.72386848,0.449046929,0.387306857,53.691026,1
1/28/14,66.9365,67.7575,66.0563,66.6391,266833581,38119083,67.02,-5.789,5.789,-0.027681681,71.61815,71.81633,71.80384286,71.88537255,71.00989908,71.20940185,71.67318101,71.5244658,0.449046929,0.764226357,37.01119392,0
1/29/14,66.3036,66.7536,65.6024,65.8826,125942796,17991828,66.0556,-0.756517,0.756517,-0.038719627,70.7382875,71.21585,71.43206667,71.83407647,69.87049929,70.24089242,71.1216971,71.30321616,0.416883429,0.818263286,33.7517336,0
1/30/14,66.1181,66.6391,65.3498,65.7553,169762789,24251827,72.2125,-0.127359,0.127359,-0.040577037,70.06585,70.45831,71.08912857,71.76086863,68.95601056,69.42533017,70.61061166,71.08565082,0.416883429,0.762130786,35.35864314,0
1/31/14,65.1498,65.9852,64.9353,65.8629,116336444,16619492,71.9029,0.107625,-0.107625,-0.039007066,69.2687125,69.75245,70.71059048,71.6979451,68.26865265,68.77761559,70.15844865,70.88083706,0.424570929,0.7284965,36.82099746,1
2/3/14,66.1273,66.801,65.6918,65.9852,100620772,14374396,66.1763,0.122358,-0.122358,-0.03722261,68.4467375,69.23749,70.38730952,71.65383333,67.76121873,68.26990366,69.7609964,70.68885129,0.407091071,0.7284965,35.84849656,1
2/4/14,66.5536,67.0286,66.1471,66.9404,94273543,13467649,68.1489,0.955181,-0.955181,-0.023285471,67.6673625,68.70753,70.18563333,71.62607451,67.57881457,68.02817573,69.49236817,70.5418532,0.375139714,0.7284965,33.99124725,1
2/5/14,66.647,67.7943,66.6065,67.4404,82322156,11760308,67.3928,0.499959,-0.499959,-0.015990067,67.11675,68.19547,69.98928571,71.61985686,67.54805578,67.92130741,69.29694263,70.42022759,0.307758214,0.7284965,29.69908943,1
2/6/14,67.5092,67.9645,67.2114,67.8335,64497223,9213889,67.8471,0.393086,-0.393086,-0.01025442,66.542425,67.66128,69.83604286,71.60551765,67.61148783,67.90534243,69.15756714,70.31878729,0.335835786,0.699269714,32.44459485,1
2/7/14,69.0075,69.2126,68.478,68.7825,93638601,13376943,69.0416,0.948986,-0.948986,0.003592257,66.81035,67.355,69.70654762,71.61323333,67.87171275,68.06482562,69.12184646,70.25854073,0.4036205,0.571648286,41.38556528,1
2/10/14,68.6475,70.4118,68.5601,70.0147,86451022,12350146,69.8419,1.2322,-1.2322,0.021571051,67.3268625,67.11366,69.67921429,71.6349451,68.34793214,68.41934824,69.20688013,70.24897835,0.412691929,0.571648286,41.92574098,1
2/11/14,70.2291,71.1741,70.0822,70.9372,70672252,10096036,70.7894,0.922517,-0.922517,0.035031071,67.9746,67.54347,69.71823333,71.64982549,68.923325,68.87713947,69.3716725,70.27596743,0.4556555,0.571648286,44.35450412,1
2/12/14,71.0682,71.4137,70.5772,70.9319,77127064,11018152,71.1844,-0.005295,0.005295,0.03495374,68.608225,68.0484,69.73951905,71.6322,69.369675,69.25073229,69.52026559,70.30169028,0.411768357,0.5720265,41.85510365,0
2/13/14,70.7651,72.1138,70.7043,72.0583,76960156,10994308,71.6597,1.1263,-1.1263,0.051388826,69.3673625,68.6787,69.74765714,71.61057843,69.96714722,69.76119915,69.76198316,70.37057693,0.492218357,0.477012214,50.78444404,1
2/14/14,71.7988,72.2634,71.6321,72,68468036,9781148,71.9342,-0.058239,0.058239,0.050538182,69.9998125,69.29241,69.68429048,71.6003,70.41889228,70.16825385,69.97512762,70.43447588,0.450586571,0.481172143,48.35871825,0
2/18/14,72.2661,72.953,72.2144,72.2647,65306248,9329464,72.5524,0.264713,-0.264713,0.054400369,70.60285,69.92036,69.65301429,71.55627843,70.82907178,70.54942588,70.19318213,70.50624937,0.469494643,0.067672143,87.40202398,1
2/19/14,72.1006,72.3838,70.7241,71.1238,78554420,11222060,71.8162,-1.1409,1.1409,0.037753716,71.0141375,70.3387,69.65249048,71.49329608,70.89456694,70.65385753,70.2818124,70.53046704,0.469494643,0.095128071,83.15192269,0
2/20/14,70.5441,71.0749,70.016,70.3006,76529103,10932729,70.3884,-0.823249,0.823249,0.025742563,71.2039,70.62472,69.5601381,71.4066902,70.76257428,70.58962889,70.2836017,70.52145265,0.469494643,0.1448345,76.42395747,0
2/21/14,70.518,70.7532,69.4336,69.5197,69757247,9965321,69.9666,-0.780897,0.780897,0.014348601,71.142025,70.79334,69.41531429,71.32510196,70.48638,70.39509637,70.21084916,70.48216823,0.461807143,0.200612857,69.71515698,0
2/24/14,69.2417,70.1378,69.1451,69.8241,72364950,10337850,69.6957,0.304415,-0.304415,0.018790043,71.0028875,70.8975,69.25572857,71.23294706,70.33920667,70.29127884,70.1740159,70.45636164,0.474811214,0.200612857,70.29823697,1
2/25/14,70.0663,70.0908,68.9572,69.0975,58247350,8321050,69.4524,-0.726629,0.726629,0.008188361,70.7735875,70.80578,69.12488095,71.12881569,70.06327185,70.07422815,70.07149058,70.40307294,0.406584,0.252514929,61.68785631,0
2/26/14,69.3026,69.4866,68.2425,68.4741,69131286,9875898,68.6683,-0.623396,0.623396,-0.000907548,70.3255625,70.55947,68.93659524,71.02326863,69.71012255,69.78329576,69.91935814,70.32742695,0.370872643,0.297043214,55.52685101,0
2/27/14,68.4463,69.9869,68.302,69.84,75557321,10793903,69.3982,1.3659,-1.3659,0.019022036,70.0555625,70.45028,69.08901905,70.94661961,69.73898421,69.79360562,69.91180022,70.30831216,0.440359357,0.297043214,59.71763243,1
2/28/14,70.0266,70.5123,69.1054,69.6507,93074653,13296379,69.813,-0.18927,0.18927,0.016259997,69.7288125,70.20952,69.26845238,70.88202157,69.71936549,69.76762278,69.88693354,70.28252345,0.372574643,0.3105625,54.53877699,0
3/3/14,69.2775,70.2344,69.1967,69.8519,59667923,8523989,69.6759,0.201181,-0.201181,0.019195667,69.569825,69.99471,69.46352857,70.81344902,69.74881761,69.78294591,69.88359701,70.26563626,0.298930429,0.3105625,49.04575829,1
3/4/14,70.2807,70.4978,69.8532,70.3125,64884834,9269262,70.2372,0.460597,-0.460597,0.025916193,69.5713125,69.79949,69.67541429,70.76038235,69.87408036,69.87922847,69.92444491,70.26747405,0.265936143,0.3105625,46.12953494,1
3/5/14,70.2701,70.7771,70.0332,70.4607,50065519,7152217,72.4988,0.148239,-0.148239,0.028078551,69.6889375,69.73318,69.88853333,70.72110784,70.00444028,69.98495057,69.97551683,70.27505154,0.276524643,0.310184286,47.13148708,1
3/6/14,70.5176,70.736,69.8969,70.2476,46423111,6631873,70.3134,-0.213096,0.213096,0.02496925,69.741875,69.72788,70.04601905,70.69393333,70.05847577,70.03270501,70.00142951,70.27397501,0.196074643,0.325405429,37.59964256,0
3/7/14,70.2926,70.4104,69.6256,70.2066,55415241,7916463,70.0259,-0.041027,0.041027,0.024371027,69.8805125,69.79657,70.17774286,70.65419216,70.09139227,70.06432228,70.02096956,70.27133285,0.196074643,0.324176,37.68849603,0
3/10/14,69.9313,70.5891,69.9285,70.2701,44691430,6384490,70.3295,0.063529,-0.063529,0.025297543,70.1050125,69.84117,70.29377143,70.56134118,70.1311051,70.10173641,70.04469626,70.2712845,0.181704357,0.324176,35.91844486,1
3/11/14,70.8697,71.3052,70.4912,70.9544,70198849,10028407,71.0341,0.684279,-0.684279,0.035282033,70.2443125,70.02686,70.39719524,70.48815098,70.31405952,70.25676615,70.13133472,70.29807335,0.230581429,0.242683143,48.72146416,1
3/12/14,70.7453,71.1212,70.4131,71.0232,50195460,7170780,70.8341,0.068822,-0.068822,0.036285881,70.415875,70.28177,70.44521905,70.42603529,70.47164629,70.39611776,70.21627427,70.32650969,0.235497286,0.183879643,56.15408709,1
3/13/14,71.1331,71.4269,70.0372,70.2344,64435609,9205087,70.6476,-0.788835,0.788835,0.024776651,70.4636875,70.32121,70.41175238,70.35828039,70.4189249,70.36671453,70.21800053,70.32289754,0.235497286,0.184446643,56.07826895,0
3/14/14,69.9882,70.2662,69.2219,69.4456,59299492,8471356,69.5734,-0.78884,0.78884,0.013267422,70.355325,70.3007,70.34097619,70.28942941,70.20263047,70.19923916,70.14443857,70.28849372,0.213753357,0.240792357,47.0257117,0
3/17/14,69.8439,70.1444,69.5991,69.7169,49886074,7126582,69.8918,0.271328,-0.271328,0.017225908,70.26235,70.2872,70.22948095,70.20912941,70.09469037,70.11154113,70.10372061,70.26607828,0.233133929,0.188890286,55.241837,1
3/18/14,69.6057,70.4091,69.5131,70.3337,52411863,7487409,70.1364,0.616778,-0.616778,0.026225518,70.2731125,70.28932,70.15013333,70.16127843,70.14780362,70.15193366,70.12562341,70.26873011,0.2771895,0.144362,65.75459938,1
3/19/14,70.4475,70.9743,70.016,70.3151,56188958,8026994,69.3965,-0.018532,0.018532,0.025954129,70.286675,70.27476,70.05729524,70.14440588,70.18498059,70.18160026,70.1436688,70.27054854,0.179625214,0.145685714,55.21647092,0
3/20/14,70.1338,70.5018,69.7976,69.9763,52099537,7442791,70.2085,-0.338829,0.338829,0.021010764,70.24995,70.24763,70.00265238,70.11328039,70.13860713,70.14427294,70.12772892,70.25900938,0.179625214,0.1563685,53.46088532,0
3/21/14,70.4038,70.6447,69.6626,70.5282,93612169,13373167,57.7832,0.551924,-0.551924,0.029063431,70.196675,70.27979,70.01349048,70.10301765,70.22518332,70.21407786,70.16586902,70.26956587,0.204678286,0.1563685,56.690239,1
3/24/14,71.2628,71.5381,70.8181,71.3647,88924871,12703553,71.2577,0.836487,-0.836487,0.041268642,70.2393625,70.38925,70.10134762,70.10032745,70.47840925,70.42328189,70.2800434,70.31251231,0.231527571,0.1563685,59.68804236,1
3/25/14,71.6705,72.233,71.4177,72.1324,70573356,10081908,74.2874,0.767658,-0.767658,0.052470005,70.4766125,70.50705,70.21126667,70.13059608,70.84596275,70.73403064,70.45645831,70.38388045,0.275771786,0.1563685,63.81533841,1
3/26/14,72.3349,72.6631,71.321,71.4428,74942224,10706032,71.997,-0.68957,0.68957,0.042408184,70.7262625,70.54901,70.32294762,70.15657647,70.97859325,70.86289779,70.55039562,70.42540671,0.275771786,0.190402357,59.15638822,0
3/27/14,71.4739,71.6705,70.826,71.1357,55507676,7929668,70.6715,-0.307065,0.307065,0.037927347,70.9036125,70.63914,70.44969048,70.16933725,71.01350586,70.91249819,70.60613889,70.45326135,0.275771786,0.209405071,56.83943528,0
3/28/14,71.2496,71.3316,70.7109,71.0563,50141063,7163009,71.0689,-0.079414,0.079414,0.036768836,70.9939375,70.80021,70.50760952,70.15304118,71.02301567,70.93864398,70.64901138,70.47690992,0.271234,0.2150775,55.77371705,0
3/31/14,71.37,71.5791,70.9332,71.0404,42167188,6023884,71.1668,-0.01588,0.01588,0.036536843,71.0846,70.93256,70.57378571,70.10813333,71.02687885,70.95714507,70.68628648,70.49900757,0.222356929,0.216211786,50.70059066,0
4/1/14,71.1754,71.7194,71.0444,71.6903,50189685,7169955,71.3813,0.649864,-0.649864,0.046019409,71.29885,71.06822,70.66132857,70.08399216,71.17430578,71.09044597,70.78190682,70.54572492,0.263859929,0.216211786,54.96260678,1
4/2/14,71.7869,71.9325,71.5063,71.8094,44792195,6398885,71.719,0.119119,-0.119119,0.047757174,71.459,71.21765,70.73260952,70.09721961,71.31543783,71.22116488,70.87976331,70.59528081,0.272368429,0.159866429,63.01398975,1
4/3/14,71.6559,71.8028,71.1596,71.3118,40648111,5806873,71.4733,-0.497655,0.497655,0.040496788,71.4523875,71.3512,70.7731381,70.07901961,71.31462942,71.23764399,70.92090966,70.6233796,0.272368429,0.1390675,66.19947595,0
4/4/14,71.4468,71.4719,70.2251,70.3893,68812485,9830355,70.6429,-0.922518,0.922518,0.027036767,71.2345,71.33731,70.77988571,70.03643725,71.10900066,71.08339963,70.87028017,70.61420001,0.252987857,0.204961643,55.24361467,0
4/7/14,69.8863,70.2675,69.075,69.2841,72462530,10351790,69.5311,-1.1052,1.1052,0.010911006,70.9646625,71.12925,70.73595714,69.96013725,70.70346718,70.75625424,70.71921539,70.56203922,0.208932286,0.2839045,42.39380902,0
4/8/14,69.5117,69.6348,68.6528,69.2801,60971883,8710269,69.2136,-0.003971,0.003971,0.010852643,70.7327125,70.84402,70.68881429,69.90983922,70.38716336,70.48786256,70.58215678,70.5117671,0.208932286,0.282864429,42.48346515,0
4/9/14,69.1742,70.2132,69.0922,70.1907,51542722,7363246,69.7458,0.910607,-0.910607,0.024139033,70.6245125,70.71881,70.65244762,69.86596863,70.34350484,70.43383301,70.54487519,70.49917623,0.273975643,0.258662357,51.43749467,1
4/10/14,70.2384,70.4448,69.2444,69.2854,59912818,8558974,69.7504,-0.905311,0.905311,0.010929974,70.4051375,70.53378,70.56969524,69.91785686,70.10837043,70.22502701,70.42492517,70.45157716,0.2345525,0.323327429,42.04354521,0
4/11/14,68.6925,69.1994,68.4463,68.7732,67975012,9710716,68.8113,-0.512214,0.512214,0.003456562,70.0405,70.30547,70.50011429,69.97453529,69.81166589,69.96105846,70.26761801,70.38575845,0.174803429,0.359914143,32.69079565,0
4/14/14,69.0763,69.1107,68.4555,69.0472,51445177,7349311,68.7923,0.273974,-0.273974,0.007454444,69.695225,70.10615,70.48114286,70.03908235,69.64178458,69.79490238,70.15138772,70.33326596,0.139540286,0.359914143,27.93854208,1
4/15/14,68.8605,69.0419,67.6773,68.5548,66622577,9517511,68.3453,-0.492373,0.492373,0.00026993,69.3506,69.7926,70.42580476,70.09186471,69.40023245,69.56942922,69.99933175,70.2635222,0.139540286,0.345828643,28.74932397,0
4/16/14,68.5667,68.9691,68.0486,68.6938,53732994,7676142,69.2334,0.138984,-0.138984,0.002298052,69.1386625,69.48104,70.34771429,70.14497451,69.24324746,69.4102239,69.87499539,70.20196447,0.149467714,0.323895429,31.57569755,1
4/17/14,68.8248,69.8519,68.7189,69.4786,71106721,10158103,69.374,0.784868,-0.784868,0.013748918,69.162975,69.29772,70.30788095,70.19474314,69.29554803,69.42265592,69.83724345,70.17359723,0.205529714,0.318223,39.24174685,1
4/21/14,69.5316,70.4316,69.3489,70.3032,45668931,6524133,70.056,0.824576,-0.824576,0.025780499,69.2908625,69.28911,70.32344762,70.25087647,69.51947069,69.58275485,69.88162026,70.17867969,0.264428,0.317088714,45.47212376,1
4/22/14,69.9247,70.39,69.6853,70.3732,50664453,7237779,70.1395,0.070015,-0.070015,0.026801855,69.313675,69.39802,70.31606667,70.30067451,69.70918831,69.72647215,69.92843738,70.18630794,0.223010214,0.317088714,41.29062334,1
4/23/14,70.024,70.2979,69.4138,69.4535,98735259,14105037,71.4805,-0.919739,0.919739,0.013382689,69.3346875,69.41536,70.22505714,70.31383137,69.65236869,69.67684085,69.88320525,70.15757037,0.214501714,0.382784357,35.91272667,0
4/24/14,75.2057,75.4426,74.2157,75.1474,189978082,27139726,74.964,5.6939,-5.6939,0.096461291,70.1314625,69.91103,70.36862857,70.41447255,70.87348676,70.67148797,70.38455713,70.35324997,0.621208857,0.347237571,64.14488596,1
4/25/14,74.7186,75.706,74.6432,75.6994,97568814,13938402,75.2386,0.551922,-0.551922,0.104515417,70.9629875,70.55243,70.57132381,70.50784902,71.94591192,71.58565379,70.89073264,70.56290291,0.660631857,0.281343429,70.13261039,1
